name	platform	year_of_release	genre	publisher	na_sales	eu_sales	jp_sales	other_sales	critic_score	critic_count	user_score	user_count	developer	rating
Strike Force Bowling	GC	2005	Sports	Crave Entertainment	50000	10000	0	0	4.7	4	NA	NA	Crave	E
Age of Empires Online	PC	2011	Strategy	Microsoft Game Studios	10000	40000	0	10000	7	44	5.6	186	Gas Powered Games	E10+
Earth Defense Force 2017 Portable	PSV	2012	Action	D3Publisher	0	0	60000	0	6.8	36	7.9	31	Sandlot	T
Atelier Iris 2: The Azoth Of Destiny	PS2	2005	Role-Playing	Tecmo Koei	30000	20000	0	10000	6.8	34	7.8	14	Gust	E10+
Spy Fox in Dry Cereal	Weii	2008	Adventure	Majesco Entertainment	60000	0	0	0	NA	NA	NA	NA	"Humongous Entertainment, Mistic Software"	E
Zumba Fitness Core	Weii	2012	Misc	505 Games	0	60000	0	10000	NA	NA	NA	NA	Zoe Mode	E10+
Lego Batman 3: Beyond Gotham	PC	2014	Action	Warner Bros. Interactive Entertainment	0	60000	0	0	NA	NA	6.8	21	TT Games	E10+
Tecmo Classic Arcade	XB	2005	Misc	Microsoft Game Studios	50000	10000	0	0	5.5	26	NA	NA	Tecmo	E
The LEGO Movie Videogame	PC	2014	Action	Warner Bros. Interactive Entertainment	20000	40000	0	0	6.8	7	6.8	33	TT Games	E10+
DuckTales: Remastered	WeiiU	2013	Action	Capcom	60000	0	0	10000	7.6	10	7.9	100	WayForward	E
Grand Kingdom	PSV	2015	Role-Playing	Nippon Ichi Software	10000	10000	40000	10000	7.6	11	8.8	33	Spike Chunsoft	T
LEGO Batman: The Videogame	PC	2008	Action	Warner Bros. Interactive Entertainment	20000	30000	0	10000	8	15	7.8	61	Traveller's Tales	E10+
Alone in the Dark	PS2	2008	Adventure	Atari	30000	20000	0	10000	4.7	10	5.4	24	Hydravision	M
DreamWorks Super Star Kartz	X360	2011	Racing	Activision	50000	10000	0	0	NA	NA	NA	NA	Activision	E
Speed	Weii	2010	Racing	Unknown	40000	20000	0	10000	NA	NA	NA	NA	Zoo Games	E
Cold Fear	XB	2005	Action	Ubisoft	50000	10000	0	0	7.1	41	7.6	20	Darkworks	M
Imagine: Gymnast	DS	2008	Simulation	Ubisoft	50000	10000	0	0	NA	NA	NA	NA	Ubisoft	E
The Technomancer	PS4	2016	Role-Playing	Focus Home Interactive	20000	40000	0	10000	6	38	6.7	116	Spiders	M
Imagine: Cheerleader	DS	2009	Simulation	Ubisoft	60000	0	0	0	NA	NA	NA	NA	1st Playable Productions	E
Theme Park	DS	2007	Simulation	Electronic Arts	0	20000	30000	0	7.2	15	7.6	14	EA Japan Studio	E
Call of Cthulhu: Dark Corners of the Earth	XB	2005	Adventure	Take-Two Interactive	50000	10000	0	0	7.7	51	8.1	37	Headfirst Productions	M
Blur	PC	2010	Racing	Activision	10000	40000	0	10000	8.1	24	7.4	177	Bizarre Creations	E10+
The Next BIG Thing	PC	2011	Adventure	Focus Home Interactive	0	50000	0	10000	7.5	30	7.9	35	Pendulo Studios	E10+
Salt Lake 2002	GBA	2002	Sports	Ubisoft	40000	20000	0	0	5.5	7	NA	NA	DC Studios	E
DropCast	DS	2008	Puzzle	THQ	60000	0	0	0	6.6	4	NA	NA	Mikoishi	E
Alien Syndrome	Weii	2007	Role-Playing	Sega	50000	0	0	0	4.8	24	7.1	23	Totally Games	T
Vexx	GC	2003	Platform	Acclaim Entertainment	50000	10000	0	0	7.1	22	7.3	6	Acclaim	T
Batman: Rise of Sin Tzu	GC	2003	Action	Ubisoft	50000	10000	0	0	6.3	17	NA	NA	Ubisoft Montreal	T
Unreal Tournament III	PC	2007	Shooter	Midway Games	0	50000	0	10000	8.3	41	8	523	Epic Games	M
Disney Sports Skateboarding	GC	2002	Sports	Konami Digital Entertainment	50000	10000	0	0	3.6	7	4.7	6	KCEO	E
Pro Evolution Soccer 2012	PS2	2011	Action	Konami Digital Entertainment	0	0	60000	0	NA	NA	8.2	11	Konami	E
Grey's Anatomy: The Video Game	Weii	2009	Adventure	Ubisoft	50000	10000	0	0	6.5	4	NA	NA	Longtail Studios	T
Terminator 3: The Redemption	XB	2004	Shooter	Atari	50000	10000	0	0	6.6	38	8.6	5	Paradigm Entertainment	T
Arkanoid DS	DS	2007	Puzzle	Square Enix	60000	0	0	0	6.1	29	7	5	Taito Corporation	E
Call of War 2	PC	2005	Shooter	Activision	0	50000	0	10000	8.6	64	8.4	626	Infinity Ward	T
Serious Sam II	XB	2005	Shooter	Take-Two Interactive	50000	10000	0	0	7.2	34	6.7	11	Croteam	M
Digimon All-Star Rumble	X360	2014	Fighting	Namco Bandai Games	50000	10000	0	10000	NA	NA	5.7	10	Prope	E10+
MotoGP 10/11	X360	2011	Racing	Capcom	0	50000	0	10000	7.2	31	NA	NA	Monumental Games	E
Dead Rising 2: Off the Record	PC	2011	Action	Capcom	40000	20000	0	10000	6.6	10	5.3	54	Capcom Vancouver	M
Flipnic: Ultimate Pinball	PS2	2003	Misc	Ubisoft	30000	20000	0	10000	6.4	28	8.1	12	SCEI	E
ICO	PS3	2011	Action	Sony Computer Entertainment	0	0	60000	0	NA	NA	7.4	27	Bluepoint Games	T
World Series of Poker 2008: Battle for the Bracelets	DS	2007	Misc	Activision	50000	0	0	0	NA	NA	NA	NA	Farmind Ltd	T
The Witcher	PC	2007	Role-Playing	Atari	0	50000	0	10000	8.1	50	8.8	1116	CD Projekt Red Studio	M
Worms Blast	GC	2002	Puzzle	Ubisoft	50000	10000	0	0	6.5	12	NA	NA	Team 17	E
Atelier Sophie: The Alchemist of the Mysterious Book	PSV	2015	Role-Playing	Tecmo Koei	0	0	60000	0	NA	NA	8	14	Gust	T
Coded Arms: Contagion	PSP	2007	Shooter	Konami Digital Entertainment	50000	0	0	10000	5.6	20	6.6	28	Creat Studios	T
Foster's Home for Imaginary Friends: Imagination Invaders	DS	2007	Adventure	Midway Games	60000	0	0	0	NA	NA	7.2	6	Sensory Sweep	E
S.T.A.L.K.E.R.: Call of Pripyat	PC	2009	Shooter	Namco Bandai Games	0	50000	0	10000	8	44	8.7	602	GSC Game World	M
IHRA Professional Drag Racing 2005	XB	2004	Racing	Bethesda Softworks	40000	10000	0	0	3.6	5	NA	NA	Bethesda Softworks	E
Tokyo Xtreme Racer Advance	GBA	2005	Racing	Crave Entertainment	40000	20000	0	0	NA	NA	NA	NA	David A. Palmer Productions	E
Disney's Kim Possible: Global Gemini	DS	2007	Platform	Disney Interactive Studios	50000	10000	0	0	7	5	NA	NA	Artificial Mind and Movement	E
Santa Claus Is Comin' to Town!	Weii	2011	Puzzle	Crave Entertainment	60000	0	0	0	NA	NA	NA	NA	1st Playable Productions	E
Create	PC	2010	Action	Electronic Arts	40000	10000	0	10000	5.4	7	6.8	9	EA Bright Light	E
MLB Power Pros 2008	DS	2008	Sports	Take-Two Interactive	60000	0	0	0	7	7	NA	NA	Konami	E
Little League World Series Baseball 2008	DS	2008	Sports	Activision	60000	0	0	0	6.1	5	NA	NA	Black Lantern Studios	E
Tony Hawk's Pro Skater 5	PS3	2015	Sports	Activision	50000	0	0	10000	NA	NA	3.1	12	Robomodo	T
Showtime Championship Boxing	DS	2007	Fighting	Zoo Digital Publishing	60000	0	0	0	3.3	4	NA	NA	Nikitova Games	E10+
Commandos: Strike Force	PS2	2006	Shooter	Eidos Interactive	30000	20000	0	10000	5.8	26	8.5	11	Pyro Studios	T
Mobile Suit Gundam: Gundam vs. Zeta Gundam	PS2	2004	Shooter	Namco Bandai Games	30000	20000	0	10000	5.7	16	8.6	11	Capcom	T
Puzzler Collection	Weii	2008	Puzzle	Ubisoft	50000	0	0	0	NA	NA	NA	NA	Destination Software	E
Rapala Pro Fishing	GBA	2004	Sports	Zoo Digital Publishing	40000	20000	0	0	NA	NA	NA	NA	Torus Games	E
Ford Racing 3	GBA	2005	Racing	Zoo Digital Publishing	40000	20000	0	0	NA	NA	NA	NA	Visual Impact	E
Devil's Third	WeiiU	2015	Action	Ninti	40000	20000	0	10000	4.3	54	6.5	283	Valhalla Game Studios	M
Star Trek: Tactical Assault	DS	2006	Strategy	Ubisoft	50000	10000	0	0	6.3	15	7	10	Quicksilver Software	E
Oddworld: Munch's Oddysee	GBA	2003	Platform	THQ	40000	20000	0	0	4.4	15	2.5	4	Art	E
Xiaolin Showdown	PSP	2006	Action	Konami Digital Entertainment	50000	0	0	0	5.9	4	NA	NA	BottleRocket Entertainment	E10+
Resident Evil - Code: Veronica X	GC	2003	Action	Capcom	50000	10000	0	0	6.2	16	8.5	32	Nex Entertainment	M
Kelly Slater's Pro Surfer	GC	2002	Sports	Activision	50000	10000	0	0	8	15	NA	NA	Treyarch	E
Zoo Tycoon: Complete Collection	PC	2003	Strategy	Microsoft Game Studios	30000	20000	0	10000	NA	NA	8	8	Blue Fang Games	E
Trapt	PS2	2005	Action	Tecmo Koei	30000	20000	0	10000	6	36	7.9	14	Paon Corporation	M
Splat Renegade Paintball	XB	2005	Sports	Take-Two Interactive	40000	10000	0	0	4.4	14	NA	NA	Cat Daddy Games	T
SpongeBob SquarePants: Plankton's Robotic Revenge	3DS	2013	Shooter	Activision	0	60000	0	0	NA	NA	NA	NA	Behaviour Interactive	E10+
Worms 3D	XB	2003	Strategy	Sega	40000	10000	0	0	6.9	20	8.4	10	Team 17	T
PoPoLoCrois	PSP	2005	Role-Playing	Ignition Entertainment	50000	0	0	0	6.6	41	7.4	17	G-Artists	E
Teenage Mutant Ninja Turtles 3: Mutant Nightmare	DS	2005	Action	Konami Digital Entertainment	50000	0	0	0	5.8	10	7	5	Konami	E
Jumper: Griffin's Story	X360	2008	Action	Eidos Interactive	50000	0	0	0	2.9	16	3.3	30	Red Tribe	T
Tron 2.0: Killer App	XB	2004	Action	Disney Interactive Studios	40000	10000	0	0	6.9	36	4.3	4	Climax Group	T
Call of War: The War Collection	X360	2010	Shooter	Activision	50000	0	0	0	NA	NA	NA	NA	"Treyarch, Infinity Ward"	M
Dig Dug: Digging Strike	DS	2005	Puzzle	Atari	50000	0	0	0	6.5	24	NA	NA	Bullets	E
The Fast and the Furious	PS2	2006	Racing	Namco Bandai Games	30000	20000	0	10000	5.9	22	6.6	24	Eutechnyx	T
Imagine: Resort Owner	DS	2010	Strategy	Ubisoft	50000	0	0	0	NA	NA	NA	NA	Magic Pockets	E
Vampire Rain: Altered Species	PS3	2008	Action	Ignition Entertainment	50000	0	0	0	3	15	3.5	36	Artoon	M
The History Channel: Battle for the Pacific	X360	2007	Shooter	Activision	50000	0	0	0	3.5	11	6.1	21	Cauldron Ltd.	T
Racing Gears Advance	GBA	2004	Racing	Zoo Digital Publishing	40000	20000	0	0	8.3	17	8.9	9	"Orbital Media, Inc."	E
Syphon Filter: Logan's Shadow	PS2	2010	Shooter	Sony Computer Entertainment	30000	20000	0	10000	NA	NA	7.9	9	Sony Bend	T
Inversion	X360	2012	Shooter	Namco Bandai Games	30000	20000	0	10000	5.3	51	6.5	72	Saber Interactive	M
Need for Speed: Shift	PC	2009	Racing	Electronic Arts	0	50000	0	10000	8.3	22	5.8	387	Slightly Mad Studios	E
Mercury Meltdown	PSP	2006	Action	Atari	50000	0	0	10000	7.8	36	7.8	8	Ignition Entertainment	E
Zoo Tycoon 2	PC	2004	Strategy	Microsoft Game Studios	0	50000	0	10000	7.2	34	8.1	43	Blue Fang Games	E
Myst III: Exile	XB	2002	Adventure	Ubisoft	40000	10000	0	0	5.5	11	NA	NA	Presto Studios	E
CMT Presents: Karaoke Revolution Country	PS2	2006	Misc	Konami Digital Entertainment	30000	20000	0	10000	7.1	24	NA	NA	Harmonix Music Systems	E10+
Fatal Frame	XB	2002	Action	Tecmo Koei	40000	10000	0	0	7.7	17	8.6	16	Tecmo	T
Urban Chaos: Riot Response	PS2	2006	Shooter	Eidos Interactive	30000	20000	0	10000	7.3	35	7.8	24	Rocksteady Studios	M
Tom Clancy's Ghost Recon: Advanced Warfighter	PS2	2006	Shooter	Ubisoft	30000	20000	0	10000	4.4	8	4.6	41	Ubisoft Shanghai	T
Ivy the Kiwi?	Weii	2010	Puzzle	Rising Star Games	40000	20000	0	0	7.4	30	7.2	12	Prope	E
Resident Evil 2	GC	2003	Action	Capcom	40000	10000	0	0	5.9	15	8.5	31	Capcom	M
Honeycomb Beat	DS	2006	Puzzle	Konami Digital Entertainment	50000	0	0	0	6.1	28	NA	NA	Hudson	E
Catwoman	XB	2004	Action	Electronic Arts	40000	10000	0	0	4.5	33	4.6	5	EA Games	T
Top Gun: Hard Lock	X360	2012	Action	505 Games	30000	20000	0	0	5.4	8	3.5	16	505 Games	T
Warriors Orochi 2	X360	2008	Action	Tecmo Koei	40000	0	10000	0	4.4	28	8.1	15	Omega Force	T
Mana Khemia: Alchemists of Al-Revis	PS2	2007	Role-Playing	Nippon Ichi Software	30000	20000	0	10000	6.9	20	7.5	41	Gust	E10+
Street Fighter V	PC	2016	Fighting	Capcom	0	50000	0	0	7.4	33	2.9	431	Capcom	T
Samurai Warriors 4: Empires	PS3	2015	Action	Tecmo Koei	0	0	60000	0	NA	NA	NA	NA	Omega Force	T
Zone of the Enders: The Fist of Mars	GBA	2001	Role-Playing	Konami Digital Entertainment	40000	20000	0	0	7.1	12	9	9	WinkySoft	E
Gun Showdown	PSP	2006	Action	Activision	50000	0	0	10000	7.3	41	7.6	9	"Rebellion, Neversoft Entertainment"	M
Terminator 3: Rise of the Machines	GBA	2003	Action	Atari	40000	20000	0	0	5	15	NA	NA	Taniko	T
Tiger Woods PGA Tour 08	DS	2007	Sports	Electronic Arts	50000	0	0	0	8.1	10	7.6	8	Exient Entertainment	E
Tom Clancy's Splinter Cell: Double Agent	GC	2006	Action	Ubisoft	40000	10000	0	0	6.4	8	7.1	7	Ubisoft Montreal	M
Samurai Shodown Anthology	Weii	2008	Fighting	Ignition Entertainment	50000	0	0	0	7.4	6	8.2	5	SNK Playmore	T
S.T.A.L.K.E.R.: Shadow of Chernobyl	PC	2007	Shooter	THQ	10000	40000	0	10000	8.2	44	8.4	1088	GSC Game World	M
Nanostray	DS	2005	Shooter	Majesco Entertainment	50000	0	0	0	7.1	43	7.7	19	Shin'en	E
Samurai Jack: The Shadow of Aku	PS2	2004	Action	Sega	30000	20000	0	10000	5.9	21	8.4	10	Adrenium	T
Winx Club: Quest for the Codex	DS	2006	Action	Konami Digital Entertainment	30000	20000	0	0	NA	NA	6.8	6	Powerhead Games	E
Tsugunai: Atonement	PS2	2001	Role-Playing	Sony Computer Entertainment	20000	10000	20000	0	6.7	13	NA	NA	Cattle Call	T
Rugby World Cup 2015	PS4	2015	Sports	Ubisoft	0	50000	0	10000	2.5	6	1.9	39	HB Studios Multimedia	E
Real Soccer 2009	DS	2008	Sports	Ubisoft	50000	0	0	0	7	7	NA	NA	Ubisoft	E
Lost Kingdoms II	GC	2003	Role-Playing	Activision	40000	10000	0	0	6.8	25	9.1	14	From Software	T
Aggressive Inline	GC	2002	Sports	Acclaim Entertainment	40000	10000	0	0	8.8	16	7.8	5	"Z-Axis, Ltd."	T
Viewtiful Joe: Red Hot Rumble	GC	2005	Action	Capcom	40000	10000	0	0	6.2	27	6.9	8	Clover Studio	T
Blade Dancer: Lineage of Light	PSP	2006	Role-Playing	Atari	50000	0	0	0	6	33	6.9	16	Hit Maker	E10+
Hakuoki: Stories of the Shinsengumi	PS3	2010	Adventure	Idea Factory	30000	0	30000	10000	NA	NA	6.5	10	Design Factory	M
X-Men: Destiny	DS	2011	Action	Activision	50000	10000	0	0	3.3	6	5.6	7	Silicon Knights	E10+
Rugby World Cup 2015	PS3	2015	Sports	Ubisoft	0	50000	0	10000	NA	NA	NA	NA	HB Studios Multimedia	E
The Sims 2: University	PC	2005	Simulation	Electronic Arts	10000	40000	0	10000	8.1	31	7.8	49	Maxis	T
Pheasants Forever Wingshooter	Weii	2010	Shooter	Unknown	30000	20000	0	0	NA	NA	NA	NA	High Voltage Software	T
Wreckless: ThE YaKuza MisSiOns	GC	2002	Racing	Activision	40000	10000	0	0	5.8	17	NA	NA	Stealth Studios	T
MotorStorm RC	PSV	2012	Racing	Sony Computer Entertainment	0	40000	0	10000	7.8	39	6.8	123	Evolution Studios	E
Dr. Muto	XB	2002	Platform	Midway Games	40000	10000	0	0	7	13	NA	NA	Midway	T
Harry Potter and the Sorcerer's Stone	PC	2001	Action	Electronic Arts	10000	40000	0	10000	6.5	11	7.8	76	KnowWonder	E
Remember Me	PC	2013	Action	Capcom	0	50000	0	0	6.5	26	7.4	1007	DONTNOD Entertainment	M
The Lord of the Rings: Aragorn's Quest	PS2	2010	Action	Warner Bros. Interactive Entertainment	30000	20000	0	10000	NA	NA	NA	NA	TT Fusion	E10+
Zendoku	DS	2007	Puzzle	Eidos Interactive	50000	0	0	0	6.8	13	NA	NA	Zoonami Ltd.	E
Winx Club: Mission Enchantix	DS	2008	Adventure	Konami Digital Entertainment	30000	20000	0	0	NA	NA	NA	NA	Powerhead Games	E
MotoGP	GBA	2002	Racing	THQ	40000	10000	0	0	6.7	11	NA	NA	Visual Impact	E
ESPN International Winter Sports 2002	PS2	2002	Sports	Konami Digital Entertainment	30000	20000	0	10000	6.2	13	NA	NA	Konami	E
Gold and Glory: The Road to El Dorado	PS	2000	Adventure	Ubisoft	30000	20000	0	0	3.4	4	NA	NA	Revolution Software	E
NBA Live 07	XB	2006	Sports	Electronic Arts	40000	10000	0	0	6.9	14	6.8	13	EA Sports	E
BattleBots: Beyond the BattleBox	GBA	2002	Action	Vivendi Games	40000	10000	0	0	5.3	7	NA	NA	Cave Barn	E
Diva Girls: Divas on Ice	DS	2009	Sports	505 Games	50000	0	0	0	NA	NA	NA	NA	Arc System Works	E
Mighty Beanz: Pocket Puzzles	GBA	2004	Puzzle	Majesco Entertainment	40000	10000	0	0	3.7	6	NA	NA	Radius9	E
Dreamer Series: Babysitter	DS	2009	Simulation	Deep Silver	50000	0	0	0	NA	NA	NA	NA	Zig Zag	E
Samurai Warriors 4: Empires	PSV	2015	Action	Tecmo Koei	0	0	60000	0	NA	NA	NA	NA	Omega Force	T
Ride to Hell	X360	2013	Racing	Deep Silver	40000	10000	0	10000	1.9	14	1.3	433	"Eutechnyx, Deep Silver"	M
Friends: The One with All the Trivia	PS2	2005	Misc	Warner Bros. Interactive Entertainment	30000	20000	0	10000	5	6	NA	NA	Artech Studios	T
The Saboteur	PC	2009	Action	Electronic Arts	0	50000	0	10000	7.6	20	8	236	Pandemic Studios	M
Tom Clancy's Rainbow Six 3	GC	2004	Shooter	Ubisoft	40000	10000	0	0	6.8	25	8.2	5	Ubisoft Shanghai	M
Rocket League	PC	2016	Sports	505 Games	10000	40000	0	0	8.6	20	8.2	580	Psyonix	E
Dungeon Explorer: Warriors of Ancient Arts	DS	2007	Role-Playing	Rising Star Games	50000	0	0	0	6	10	NA	NA	Amble	E10+
Whiplash	XB	2003	Racing	Eidos Interactive	40000	10000	0	0	6.8	28	NA	NA	Crystal Dynamics	T
V-Rally 3	PS2	2002	Racing	Atari	30000	20000	0	10000	8.2	10	7.4	14	Eden Studios	E
Mirror's Edge	PC	2009	Platform	Electronic Arts	0	50000	0	10000	8.1	44	8.1	1026	EA DICE	T
Titan Quest	PC	2006	Role-Playing	THQ	10000	40000	0	10000	7.7	51	8.1	387	Iron Lore Entertainment	T
Amazing Island	GC	2004	Strategy	Sega	40000	10000	0	0	5.9	22	6.6	7	Hitmaker	E
Worms World Party	GBA	2002	Strategy	Ubisoft	40000	10000	0	0	7.5	4	NA	NA	Fluid Studios	E
Alvin and the Chipmunks	Weii	2007	Misc	Eidos Interactive	50000	0	0	0	3	4	3.6	20	Sensory Sweep	E
Final Fight: Streetwise	PS2	2006	Action	Capcom	30000	20000	0	10000	4.3	36	6.2	11	Capcom	M
Speed Kings	XB	2003	Racing	Acclaim Entertainment	40000	10000	0	0	6	16	8.8	4	Climax Group	E
Rebelstar: Tactical Command	GBA	2005	Strategy	Atari	40000	10000	0	0	7.8	29	9.1	10	Codo Games	E10+
F1 2010	PC	2010	Racing	Codemasters	0	50000	0	10000	8.4	15	6.6	99	Codemasters Birmingham	E
Gladiator: Sword of Vengeance	XB	2003	Action	Acclaim Entertainment	40000	10000	0	0	6.5	25	7.1	7	Acclaim Studios Manchester	M
Bombastic	PS2	2002	Puzzle	Capcom	30000	20000	0	10000	7.2	24	7.2	6	Shift	E
Coraline	Weii	2009	Action	D3Publisher	50000	0	0	0	4.2	7	5.5	8	Papaya Studios	E10+
Major League Baseball 2K11	PSP	2011	Sports	Take-Two Interactive	50000	0	0	10000	NA	NA	NA	NA	Visual Concepts	E
Dual Hearts	PS2	2002	Role-Playing	Sony Computer Entertainment	30000	20000	0	10000	7	17	NA	NA	Matrix Software	E
NFL Quarterback Club 2002	GC	2001	Sports	Acclaim Entertainment	40000	10000	0	0	5.3	10	NA	NA	Acclaim	E
Xiaolin Showdown	DS	2006	Action	Konami Digital Entertainment	50000	0	0	0	5.8	7	NA	NA	Razorback Developments	E
Marc Ecko's Getting Up: Contents Under Pressure	PS2	2006	Action	Atari	30000	20000	0	10000	6.9	39	7.2	31	Double Helix Games	M
"Murder, She Wrote"	PC	2009	Adventure	Focus Home Interactive	0	40000	0	10000	NA	NA	NA	NA	Legacy Interactive	T
Sega Soccer Slam	XB	2002	Sports	Sega	40000	10000	0	0	8	15	8.5	10	Black Box	E
Blood Omen 2	GC	2002	Action	Eidos Interactive	40000	10000	0	0	7.1	15	NA	NA	Crystal Dynamics	M
BlowOut	XB	2003	Shooter	Zoo Digital Publishing	40000	10000	0	0	5.5	11	NA	NA	Terminal Reality	T
GunPey	PSP	2006	Puzzle	Atari	50000	0	0	10000	6.2	24	NA	NA	Q Entertainment	E10+
Front Mission Evolved	PC	2010	Shooter	Square Enix	50000	0	0	0	6.3	13	5.1	48	Double Helix Games	T
WTA Tour Tennis	PS2	2001	Sports	Konami Digital Entertainment	30000	20000	0	10000	5	9	NA	NA	Konami	E
Dynasty Warriors 5	XB	2005	Action	Tecmo Koei	40000	10000	0	0	6.6	22	8	4	Omega Force	T
Samurai Warriors 4-II	PSV	2015	Action	Tecmo Koei	0	0	50000	0	NA	NA	NA	NA	Omega Force	T
FIFA Soccer 2003	GBA	2002	Sports	Electronic Arts	40000	10000	0	0	7.6	4	NA	NA	Exient Entertainment	E
Naval Ops: Commander	PS2	2004	Simulation	Tecmo Koei	30000	20000	0	10000	6.5	12	NA	NA	Micro Cabin	T
Murdered: Soul Suspect	PC	2014	Action	Square Enix	0	50000	0	0	5.9	22	7.4	379	Airtight Games	M
Activision Hits: Remixed	PSP	2006	Misc	Activision	50000	0	0	0	7.5	10	NA	NA	Digital Eclipse	E
Rez	PS2	2001	Shooter	Sony Computer Entertainment	30000	20000	0	10000	7.8	34	8.3	28	UGA	E
MLB SlugFest 2006	XB	2006	Sports	Midway Games	40000	10000	0	0	5.9	15	NA	NA	Blue Shift	E10+
Neverland Card Battles	PSP	2008	Role-Playing	Idea Factory	40000	0	0	10000	5.7	14	7.8	12	Idea Factory	T
UEFA Euro 2004: Portugal	XB	2004	Sports	Electronic Arts	40000	10000	0	0	7.4	21	8.1	9	EA Canada	E
Petz Bunnyz Bunch	DS	2011	Simulation	Ubisoft	50000	0	0	0	NA	NA	NA	NA	Ubisoft	E
Medabots: Infinity	GC	2003	Role-Playing	Ubisoft	40000	10000	0	0	5.1	6	8	7	Imagineer	E
PopStar Guitar	Weii	2008	Misc	Midway Games	30000	20000	0	0	NA	NA	NA	NA	Broadsword Interactive	T
Pucca Power Up	DS	2011	Platform	Rising Star Games	40000	10000	0	0	NA	NA	NA	NA	Rising Star Games	E
IL-2 Sturmovik: Cliffs of Dover	PC	2011	Simulation	Ubisoft	0	40000	0	10000	6	13	7.1	114	1C: Maddox Games	T
NFL Blitz Pro	XB	2003	Sports	Midway Games	40000	10000	0	0	7.1	14	6.6	8	Midway	E
Death Jr. II: Root of Evil	PSP	2006	Platform	Konami Digital Entertainment	50000	0	0	0	6.8	34	7.3	9	Backbone Entertainment	T
Wakeboarding Unleashed Featuring Shaun Murray	XB	2003	Sports	Activision	40000	10000	0	0	8	23	8.8	9	Shaba Games	E
Mighty No. 9	PS4	2016	Platform	Deep Silver	40000	0	0	10000	5.2	64	3.5	282	Inti Creates	E10+
Samurai Champloo: Sidetracked	PS2	2006	Action	Namco Bandai Games	30000	20000	0	10000	6.6	26	7.2	6	Grasshopper Manufacture	T
Medal of Honor: Airborne	PC	2007	Shooter	Electronic Arts	0	40000	0	10000	7.8	38	7.3	204	Electronic Arts	T
King Arthur	XB	2004	Action	Konami Digital Entertainment	40000	10000	0	0	6.1	15	NA	NA	Krome Studios	T
Rhapsody: A Musical Adventure	DS	2008	Role-Playing	Nippon Ichi Software	50000	0	0	0	6.7	24	6.8	12	Nippon Ichi Software	E
Myst IV: Revelation	XB	2005	Adventure	Ubisoft	40000	10000	0	0	7.5	17	NA	NA	Ubisoft Montreal	T
Jake Power: Policeman	DS	2008	Adventure	Ubisoft	50000	0	0	0	NA	NA	NA	NA	Ubisoft	E
Dead Island Definitive Collection	XOne	2016	Action	Deep Silver	20000	30000	0	0	6.7	10	4.9	18	Techland	M
PAC-MAN and the Ghostly Adventures	WeiiU	2013	Platform	Namco Bandai Games	30000	10000	0	0	5.8	9	6.5	16	"Namco Bandai Games, Monkey Bar Games"	E10+
Animal Planet: Vet Collection	DS	2010	Simulation	Activision	50000	0	0	0	NA	NA	NA	NA	Activision	E
Virtua Striker 2002	GC	2002	Sports	Sega	10000	0	30000	0	5.8	20	6	5	Amusement Vision	E
UEFA Champions League 2006-2007	X360	2007	Sports	Electronic Arts	40000	10000	0	0	7.2	27	8.2	10	EA Canada	E
Centipede: Infestation	Weii	2011	Shooter	Atari	50000	0	0	0	NA	NA	NA	NA	WayForward	E10+
F1 2015	PC	2015	Racing	Codemasters	0	50000	0	0	6.1	13	3.6	63	Codemasters	E
Disney's PK: Out of the Shadows	GC	2002	Platform	Ubisoft	40000	10000	0	0	4.6	10	NA	NA	Ubisoft	E
Hunted: The Demon's Forge	PC	2011	Action	Bethesda Softworks	30000	10000	0	0	6.1	21	6.6	127	InXile Entertainment	M
Major Minor's Majestic March	Weii	2009	Misc	Majesco Entertainment	50000	0	0	0	4.6	16	NA	NA	NanaOn-Sha	E
Pony Friends: Mini Breeds Edition	DS	2008	Simulation	Eidos Interactive	50000	0	0	0	NA	NA	NA	NA	"Eidos Interactive, Tantalus Interactive"	E
Otogi 2: Immortal Warriors	XB	2003	Action	Sega	40000	10000	0	0	7.9	43	8.3	12	From Software	T
Lucha Libre AAA: Heroes del Ring	X360	2010	Fighting	Konami Digital Entertainment	50000	0	0	0	4.9	11	6.3	12	Immersion Software & Graphics	T
Tom Clancy's HAWX 2	PC	2010	Action	Ubisoft	0	40000	0	10000	6.6	12	3.8	47	Ubisoft	T
IndyCar Series	XB	2003	Racing	Codemasters	40000	10000	0	0	7.1	8	7.8	5	Codemasters	E
Ultra Bust-A-Move	XB	2004	Puzzle	505 Games	40000	10000	0	0	7.4	12	NA	NA	Taito Corporation	E
Rally Fusion: Race of Champions	XB	2002	Racing	Activision	40000	10000	0	0	6.9	16	NA	NA	Climax Group	E
Teenage Mutant Ninja Turtles: Mutants in Manhattan	PS3	2016	Action	Activision	10000	30000	0	10000	NA	NA	3.4	14	PlatinumGames	T
Ferrari F355 Challenge	PS2	2002	Racing	Sony Computer Entertainment	30000	20000	0	10000	7	14	4.4	5	Sega AM2	E
Mortal Kombat X	PC	2015	Fighting	Warner Bros. Interactive Entertainment	10000	40000	0	0	7.6	10	5.1	475	High Voltage Software	M
Samantha Swift and the Hidden Roses of Athena	DS	2010	Adventure	Unknown	40000	10000	0	0	NA	NA	NA	NA	Navarre Corp	E
